ano,id_municipio,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
2021,2709152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2902104,891041.92,21589.12,111408.49,1024039.53,0.0,0.0,1024039.53,95000.0,26550.0,9000.0,0.0,0.0,0.0,825550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2905107,800074.22,15333.77,20316.1,835783.41,0.0,0.0,835783.41,,,,,,,,,,,,,,
2021,2908507,5879419.51,4428.31,37818.82,4326669.24,0.0,2140078.81,6466748.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2909505,9011.25,0.0,17126.4,26187.65,0.0,0.0,26187.65,,,,,,,,,,,,,,
2020,2910750,301108.42,0.0,47095.25,348341.16,0.0,0.0,348341.16,0.0,228725.81,0.0,,,,228725.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2913200,658649.96,1288206.74,52783.36,1999640.06,0.0,0.0,1999640.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2913507,125155.4,0.0,0.0,125155.4,0.0,0.0,125155.4,,,,,,,,,,,,,,
2021,2913606,3740113.01,9825204.21,429957.29,11643769.66,3980137.87,0.0,15623907.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2915106,57814.1,0.0,26931.07,84823.8,0.0,0.0,84823.8,8000.0,26000.0,3000.0,,,,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2917607,700913.57,389400.07,148306.85,1239053.49,0.0,0.0,1239053.49,,,,,,,,,,,,,,
2020,2301901,83544.2,34284.02,24261.97,142090.19,0.0,0.0,142090.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2303501,2972041.28,11971.79,0.0,399285.79,,2584727.28,2984013.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2304400,92845389.03,41983079.04,11246742.13,121071664.0,12267566.43,12735979.77,146075210.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2305407,8531.0,0.0,0.0,8531.0,,,8531.0,0.0,236030.61,0.0,0.0,0.0,,236030.61,,,,,,,
2019,2310308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,30000.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2312403,6999.41,0.0,0.0,6999.41,0.0,0.0,6999.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2312908,570122.15,40420.0,40392.82,383598.06,0.0,267336.91,650934.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3202504,0.0,6248.64,94089.33,100337.97,0.0,0.0,100337.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3202553,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3204351,7999.0,0.0,3126.9,11125.9,0.0,0.0,11125.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3205101,5219731.85,4675208.95,665260.31,10286390.42,,273810.69,10560201.11,,,,,,,,,,,,,,
2021,5200258,910573.52,24562.57,114726.66,,1094242.11,0.0,1094242.11,,,,,,,,,,,,,,
2021,5202155,10174.46,30473.09,0.0,,40647.55,0.0,40647.55,,,,,,,,,,,,,,
2020,5205471,0.0,0.0,0.0,,,,0.0,103322.88,22511.31,0.0,125834.19,0.0,0.0,125834.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5211503,881044.87,47641.34,127372.29,,1077482.93,0.0,1077482.93,,,,,,,,,,,,,,
2019,5221700,4687.19,3277.14,0.0,11241.47,,0.0,11241.47,,,,,,,,,,,,,,
2021,2111300,5651252.99,16771604.82,1058422.53,23481280.34,0.0,0.0,23481280.34,,,,,,,,,,,,,,
2019,3100807,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3113503,105505.75,64123.33,83438.77,148093.25,209959.18,0.0,358052.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3116001,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2020,3120003,20679.17,0.0,6487.01,27144.68,21.5,0.0,27166.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3126109,1220245.91,0.0,0.0,1220245.91,0.0,0.0,1220245.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3127503,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3129400,36597.12,0.0,39507.71,21669.81,60730.2,0.0,82400.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3130655,28011.62,46159.02,30692.71,24857.98,88679.37,0.0,113537.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3130903,109195.98,70079.87,59854.99,185869.47,60907.08,0.0,246776.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3132503,282146.09,1135990.81,221568.68,1040084.68,1463655.47,0.0,2503740.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3134608,186403.31,55928.27,87726.16,107680.67,249678.51,0.0,357359.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3135050,240821.09,581900.43,225079.89,239795.6,894676.98,0.0,1134472.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3136900,81048.34,0.0,23518.24,93792.43,10774.15,0.0,104566.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3137809,316746.4,10000.0,18503.48,345249.88,0.0,0.0,345249.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3138302,30207.27,21402.4,7286.97,58872.24,24.4,0.0,58896.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3145356,592573.42,177857.71,0.0,770431.13,0.0,0.0,770431.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3150901,30616.1,0.0,36115.85,19461.04,52790.79,0.0,72251.83,0.0,21453.51,0.0,21453.51,0.0,0.0,21453.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3154507,84705.69,48378.95,51621.8,39956.14,160028.69,0.0,199984.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3164308,55562.59,61649.12,55699.05,43140.65,144072.8,0.0,187213.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3165503,23644.35,0.0,7255.05,30875.35,24.05,0.0,30899.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3165578,54716.35,0.0,12720.56,57139.61,10297.3,0.0,67436.91,0.0,18832.47,0.0,18832.47,0.0,0.0,18832.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3170438,25326.64,25100.11,13882.62,50887.79,22972.59,0.0,73860.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5001243,0.0,50444.24,0.0,37456.75,12987.49,0.0,50444.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307699.04,0.0,0.0,0.0,1307699.04,1307699.04
2019,5008305,11116958.23,6671622.59,789833.16,11877084.69,6622502.64,78826.65,18578413.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10114026.42,0.0,0.0,0.0,10114026.42,10114026.42
2021,5101704,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,5106828,35712.94,0.0,2414.0,0.0,38126.94,0.0,38126.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1504604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,2700.0,1550.0,0.0,12865.0,0.0,12850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1505502,0.0,0.0,113165.37,113165.37,0.0,0.0,113165.37,0.0,11173371.08,0.0,0.0,0.0,11173371.08,11173371.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2503209,409356.7,532937.68,672212.59,2876774.48,0.0,942294.38,3819068.86,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2515203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2600609,113930.95,0.0,0.0,13698.09,0.0,113930.95,127629.04,0.0,100000.0,0.0,100000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2603454,226673.73,24670.23,0.0,423059.49,26077.07,70370.52,519507.08,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2604106,36838435.98,7610774.92,0.0,2456958.67,0.0,43383211.43,45840170.1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2614105,2831156.02,0.0,0.0,656799.02,0.0,2174357.0,2831156.02,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2203750,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4101804,2769127.39,1247173.47,569222.78,3607723.93,874107.56,103692.15,4585523.64,,,,,,,,,,,,,,
2021,4106902,144415431.84,105990786.67,2116894.59,98029002.47,153960536.69,533573.94,252523113.1,,,,,,,,,,,,,,
2019,4107801,153450.76,43004.82,0.0,186172.79,0.0,10282.79,196455.58,,,,,,,,,,,,,,
2020,4109401,5650029.11,5557089.66,52706.49,7867924.12,3238170.9,153730.24,11259825.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4109708,2364462.46,22127824.06,84770.82,8813761.66,15722475.08,40820.6,24577057.34,,,,,,,,,,,,,,
2020,4111506,639276.81,12142063.93,324015.54,3808920.79,9082403.31,214032.18,13105356.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4114609,3984423.07,393778.33,500465.0,5814185.4,,,5814185.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4119301,2457680.85,5059626.26,7705.0,2569639.84,4955372.27,0.0,7525012.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4127304,2200.0,0.0,0.0,2200.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4127908,41628.17,35467.67,5963.0,83058.84,,,83058.84,,,,,,,,,,,,,,
2019,4127908,57577.64,314437.75,0.0,372015.39,0.0,0.0,372015.39,,,,,,,,,,,,,,
2020,4128005,436225.05,294304.06,3714.0,612545.61,0.0,121697.5,734243.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3300407,288542.93,0.0,38698.8,327241.73,0.0,0.0,327241.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3301876,882295.0,740349.0,366666.0,1989310.0,0.0,0.0,1989310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3304557,57735157.32,195813890.02,63988793.8,165397194.58,152140646.56,0.0,317537841.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67918711.7,0.0,0.0,0.0,67918711.7,67918711.7
2020,2400505,16600.0,0.0,0.0,0.0,,,16600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2402501,156284.24,503408.49,984.0,984.0,0.0,659692.73,660676.73,,,,,,,,,,,,,,
2020,2408904,86977.96,1155.62,984.0,2139.62,0.0,86977.96,89117.58,,,,,,,,,,,,,,
2019,2408904,0.0,0.0,13199710.03,13199710.03,0.0,0.0,13199710.03,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2409902,82009.2,42101.24,9850.0,305247.97,,64885.38,370133.35,,,,,,,,,,,,,,
2020,2412609,54329.66,904.12,984.0,1888.12,0.0,54329.66,56217.78,,,,,,,,,,,,,,
2021,1100023,9224705.93,396790.05,462000.92,0.0,10083496.9,0.0,10083496.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1101500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4300802,268381.63,88465.37,0.0,51294.02,305770.17,0.0,357064.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4306759,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4309050,142224.57,40462.4,640.0,191976.64,0.0,0.0,191976.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4312153,200541.68,0.0,0.0,,,,200541.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4313508,211126.5,11188.54,226389.57,439926.14,0.0,12766.54,452692.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4318432,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4320909,109876.08,0.0,0.0,67601.92,47847.73,0.0,115449.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4203907,1212020.28,285520.0,0.0,1497540.28,0.0,,1497540.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4205209,9825.83,13724.9,0.0,23550.73,0.0,0.0,23550.73,207128.54,1333594.28,0.0,766588.29,0.0,774134.53,1540722.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4207304,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4208005,164796.85,274546.86,0.0,439343.71,0.0,0.0,439343.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4208302,11259907.65,37168060.79,0.0,0.0,48427968.44,0.0,48427968.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4217550,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2803005,131331.61,0.0,0.0,0.0,0.0,131331.61,131331.61,17010.0,483878.0,0.0,1156740.65,0.0,0.0,1156740.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2803708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3503406,258275.51,163979.59,14857.57,,,,473799.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3507100,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,100000.0
2020,3507159,89639.62,33833.08,0.0,,,,139343.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3509254,415505.04,2430158.79,3929.0,,,,3255804.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3510005,188441.69,0.0,7898.0,196339.69,0.0,0.0,196339.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3511201,68509.62,65892.48,599.0,,,,146830.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3512100,112637.86,181957.26,636.61,,,,342770.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3513702,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2020,3515004,6768730.07,9774127.3,10814.13,,,,17402674.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3515400,199612.13,399614.51,0.0,,,,707394.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3515608,241100.37,157538.71,4275.0,,,,453602.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3516507,159256.0,94837.7,2949.0,,,,302301.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3517307,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3517802,0.0,0.0,108001.8,108001.8,0.0,0.0,108001.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3518008,24272.41,112.35,1453.0,,,,27764.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3519105,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3519709,3896624.88,2177710.1,0.0,,,,6657336.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3523107,13047820.13,83698943.16,0.0,,,,100948095.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3523503,952361.65,46318.72,5865.49,,,,1161031.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3524204,82728.15,172703.43,4947.0,,,,296783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3525003,3943177.06,1010076.26,0.0,,,,5150753.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3525409,41129.5,15882.25,0.0,,,,68216.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3525508,422564.0,1412428.7,0.0,,,,2034491.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3526605,97327.13,136337.76,49.77,,,,262964.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3527504,45451.76,119441.23,0.0,,,,203107.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3529302,3721834.97,2060087.07,2830742.25,8612664.29,0.0,0.0,8612664.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3529609,192711.79,75105.57,4486.81,,,,304652.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3531100,2118449.72,19229602.74,363588.0,,,,23518799.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3532009,3611000.81,77758.64,204873.2,,,,4253581.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3532843,61866.16,3252.15,0.0,,,,74824.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3536000,276372.41,1460088.03,0.0,,,,2076501.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3536570,126557.33,7609.29,0.0,,,,153632.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3539202,653072.14,429810.73,2000.0,,,,1249278.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3543303,5732734.96,10753390.08,1468.1,,,,17226824.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3546207,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3547205,100759.24,22500.0,509.0,,,,138786.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3551603,324022.61,3577597.64,52211.82,,,,4810948.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3554508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2019,3556305,268325.3,0.0,0.0,268325.3,0.0,0.0,268325.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3556354,2833298.51,659647.19,1450.0,,,,3608605.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3556701,3998045.69,6144729.22,156540.18,4507038.25,2120416.31,3671860.53,10299315.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3556909,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3556958,342295.18,15483.61,1488.0,,,,385002.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1200138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2701407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,95000.0,80000.0,475000.0,0.0,0.0,475000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2910057,2914154.77,5469953.96,87380.21,8538543.27,0.0,0.0,8538543.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2914307,130401.23,451.89,7426.34,138279.46,0.0,0.0,138279.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2915502,97763.68,0.0,0.0,97763.68,0.0,0.0,97763.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2917102,105400.0,0.0,0.0,105400.0,0.0,0.0,105400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2917409,18605.72,781029.86,10328.54,673247.83,0.0,560949.38,1234197.21,,,,,,,,,,,,,,
2019,2917706,0.0,101953.92,0.0,129748.67,0.0,0.0,129748.67,,,,,,,,,,,,,,
2021,2926301,5519759.07,5595.78,50142.11,5575496.96,0.0,0.0,5575496.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2927200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2021,2929503,2311969.99,46398.82,66208.06,2430666.28,0.0,0.0,2430666.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2306702,0.0,0.0,32602.12,32602.12,0.0,0.0,32602.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2310209,238416.56,28607.57,0.0,267024.13,,,267024.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2310407,802.5,0.0,0.0,802.5,,,802.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2313104,2612.59,0.0,59778.7,62391.29,0.0,0.0,62391.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3202306,0.0,0.0,56083.0,56083.0,0.0,0.0,56083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3203320,77481.38,15507.13,55878.85,257211.34,0.0,0.0,257211.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
