ano,id_municipio,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
2020,4127403,1233276.45,223640.55,16677.78,1473594.78,0.0,0.0,1473594.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4127809,81292.48,108065.74,3708.0,193066.22,0.0,0.0,193066.22,,,,,,,,,,,,,,
2021,3300209,33847969.44,15656774.74,2258708.13,7365318.29,44398134.02,0.0,51763452.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3300308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,160000.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3301108,282687.82,0.0,0.0,282687.82,0.0,0.0,282687.82,5721.12,190608.66,0.0,196329.78,0.0,0.0,196329.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3303005,46963.62,0.0,0.0,46963.62,0.0,0.0,46963.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021,3304524,15350.84,46644.07,0.0,61994.91,0.0,0.0,61994.91,0.0,25421355.01,0.0,25421355.01,0.0,0.0,25421355.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3304706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3305554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2021,3305604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2403202,0.0,0.0,24785.0,24785.0,0.0,0.0,24785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2021,2412401,140009.94,430.74,16482.9,224106.73,,114000.0,338106.73,,,,,,,,,,,,,,
2021,4300604,2134564.59,4128309.78,2160749.06,6343544.2,0.0,2242303.62,8585847.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4301875,8578.05,0.0,23442.42,32020.47,0.0,0.0,32020.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4304697,,,,,,,,50000.0,50.0,25000.0,75050.0,0.0,,75050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4305959,2322.49,0.0,0.0,2322.49,0.0,0.0,2322.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4315602,3356870.16,7334579.51,840292.86,11950651.09,70304.65,0.0,12020955.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4316451,64390.19,0.0,24514.91,92090.44,0.0,0.0,92090.44,0.0,5053.0,0.0,5053.0,0.0,0.0,5053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4318903,88939.74,0.0,246193.17,335176.8,0.0,0.0,335176.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4201604,50518.67,0.0,0.0,50518.67,0.0,0.0,50518.67,0.0,30000.0,0.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4202404,6713801.63,19948857.53,3748583.44,9592882.37,20916991.6,0.0,30509873.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4203253,7485.6,0.0,0.0,7485.6,0.0,0.0,7485.6,15000.0,1000000.0,100000.0,0.0,0.0,0.0,1143000.0,150000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
2021,4204301,1091417.73,2852349.97,0.0,3193405.33,0.0,750362.37,3943767.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4209607,119589.44,2217908.94,0.0,906980.46,271230.32,1159287.6,2337498.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2800605,379032.76,0.0,0.0,379032.76,0.0,0.0,379032.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2804458,1816759.46,0.0,0.0,1816759.46,0.0,0.0,1816759.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3500907,335539.27,27762.27,4947.0,,,,438319.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3504404,2095.0,7600.0,118334.06,,,,128029.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466000.0,,,,,,
2021,3504503,4189770.0,888504.7,233361.7,,,,6028232.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3504503,2492110.79,1255070.97,699681.53,,,,5262167.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3505807,253802.57,2446462.38,0.0,,,,3133098.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3507407,,,,,,,,30414.99,324400.0,0.0,0.0,354814.99,0.0,354814.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3507803,1316873.63,0.0,0.0,1316873.63,0.0,0.0,1316873.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3508306,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3508504,2324407.23,871707.09,1432.19,,,,3461217.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3510005,26309.5,15000.0,8880.0,50189.5,0.0,0.0,50189.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3513009,23806091.47,15438070.02,388866.0,,,,40904951.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3513108,88140.0,0.0,4429.0,92569.0,0.0,0.0,92569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3513207,,,,,,,,216734.0,32425.0,27856.0,0.0,0.0,349337.0,349337.0,,,,,,,
2020,3516309,4788793.65,15230570.53,0.0,,,,21326574.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3520707,58629.74,24673.32,2353.0,,,,91092.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3520707,27264.08,3632.73,19183.81,,,,54892.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3525706,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3526308,50233.47,20935.58,0.0,,,,76912.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3527801,13059.45,64264.83,0.0,,,,85758.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3528106,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3529906,260654.9,349560.15,31089.82,,,,681200.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3531803,4399923.16,3188979.0,9883.98,,,,8892797.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3537909,1507467.91,504790.84,0.0,,,,2255004.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3545506,63680.6,12275.31,2031.45,,,,84021.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3545704,116127.5,31278.03,1736.0,,,,170261.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3547700,724744.78,490364.21,4960.0,,,,1420332.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3552551,,,,,,,,30208.66,4202.64,0.0,,,,34411.3,130077.0,,,130077.0,0.0,0.0,130077.0
2020,3553609,513361.62,72155.12,215165.44,,,,930310.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3553955,201492.35,317156.22,95000.0,,,,690465.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3554003,5745059.52,1403427.82,110946.02,,,,8106509.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3556602,,,,,,,,52552.82,24969.86,0.0,0.0,0.0,155045.36,155045.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2702405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2706604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2903201,1719416.4,3140264.3,697349.73,5559066.43,0.0,0.0,5559066.43,,,,,,,,,,,,,,
2021,2905404,485052.86,143722.41,32549.36,661324.63,0.0,0.0,661324.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2906824,63474.44,0.0,26401.0,89952.52,0.0,0.0,89952.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2907202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2910727,1102994.32,34624.8,235162.97,1372782.09,0.0,0.0,1372782.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2919207,4548335.0,2741200.58,856304.4,14715890.67,0.0,93580.87,14809471.54,,,,,,,,,,,,,,
2019,2922607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.0,8000.0,6000.0,,,,20850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2925303,1192404.01,1003756.68,97951.26,2184158.74,0.0,109953.21,2294111.95,,,,,,,,,,,,,,
2019,2926707,22508.82,4600.0,0.0,30473.18,0.0,0.0,30473.18,,,,,,,,,,,,,,
2021,2930105,4383089.24,11348233.8,255827.95,10871518.63,5376696.77,0.0,16248215.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2931301,103107.68,786.16,11152.65,115046.49,0.0,0.0,115046.49,150000.0,0.0,0.0,150000.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2931350,123148.41,3296417.12,0.0,373833.99,0.0,3045731.54,3419565.53,,,,,,,,,,,,,,
2019,2304350,81688.18,48592.09,175.0,130455.27,0.0,0.0,130455.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2305001,351931.85,26980.59,0.0,243352.93,135559.51,0.0,378912.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2305605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2306405,157881.92,10404.06,794.83,169080.81,0.0,0.0,169080.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2306702,80529.14,13223.29,0.0,93752.43,0.0,0.0,93752.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2307106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217640.94,,44913.43,,,,,,,0.0,0.0,0.0,0.0,0.0
2021,2307502,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2310209,232162.94,188.55,0.0,232351.49,0.0,0.0,232351.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2311504,0.0,0.0,47285.06,30739.06,,,47285.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2313500,17821.62,0.0,0.0,17821.62,,,17821.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3200169,800499.32,1471179.24,0.0,974365.49,1297313.07,,2271678.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3202108,139833.28,324753.04,0.0,464586.32,,,464586.32,,,,,,,,,,,,,,
2021,3202553,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3202801,115772.17,8396.1,91478.12,227754.7,0.0,0.0,227754.7,0.0,0.0,0.0,436676.95,0.0,0.0,436676.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3204708,102077.74,37083.97,0.0,139161.71,,,139161.71,,,,,,,,,,,,,,
2019,5200803,13085.38,1035035.86,0.0,1514230.9,,0.0,1514230.9,,,,,,,,,,,,,,
2020,5209200,96232.85,42537.4,799.76,139570.01,,0.0,139570.01,,,,,,,,,,,,,,
2019,5212501,46664318.39,400378.83,93643.66,35302018.55,,12421875.54,47723894.09,,,,,,,,,,,,,,
2019,5218904,61361.24,55.83,0.0,86342.49,,0.0,86342.49,,,,,,,,,,,,,,
2021,5220207,54766.27,276.04,10654.5,,108545.31,0.0,108545.31,,,,,,,,,,,,,,
2020,5220454,386547.63,0.0,0.0,386547.63,0.0,0.0,386547.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3101508,291813.18,209563.75,159955.28,557882.63,185050.57,0.0,742933.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3102605,320968.87,0.0,109722.18,403908.24,26782.81,0.0,430691.05,10897.58,30436.68,0.0,41334.26,0.0,0.0,41334.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3102902,78443.89,0.0,42998.45,126629.67,0.0,0.0,126629.67,0.0,8363.23,0.0,8363.23,0.0,0.0,8363.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3110202,23312.83,0.0,12778.76,56317.96,0.0,0.0,56317.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3113602,68610.74,0.0,17579.51,74838.15,11352.1,0.0,86190.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3117801,69301.43,0.0,98534.62,51349.6,130369.37,0.0,181718.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3119401,1338603.76,2669054.62,240248.01,2638577.05,1609329.34,0.0,4247906.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3119955,34967.43,27945.87,19541.15,82454.45,0.0,0.0,82454.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3121803,31010.82,0.0,39781.6,18615.73,58032.44,0.0,76648.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3122306,3937095.2,34576183.54,4097066.29,7074274.11,39060678.17,0.0,46134952.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3122900,28402.29,0.0,51603.22,25923.85,60699.49,0.0,86623.34,0.0,265000.0,0.0,65000.0,200000.0,0.0,265000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3127388,33697.43,0.0,40211.68,21620.13,58402.53,0.0,80022.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3127404,53883.92,14717.08,30676.07,22809.44,84679.55,0.0,107488.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3127800,60843.35,59029.5,53515.5,334737.1,122078.11,0.0,456815.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3129608,123410.9,30664.09,37063.27,114118.59,80578.99,0.0,194697.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3131802,100236.21,351613.99,50442.29,876939.69,351823.77,0.0,1228763.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3135407,,,,,,,,15476.1,0.0,0.0,,,,475081.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3136959,43792.29,64620.58,48326.26,37380.82,132323.33,0.0,169704.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3137304,18504.1,45609.28,31381.33,23729.58,79664.18,0.0,103393.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3137536,72993.61,0.0,84283.63,57242.26,113044.51,0.0,170286.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3138625,66858.55,61806.39,36648.03,117020.43,56190.07,0.0,173210.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3143401,244243.14,6912.2,74430.04,294199.74,31385.64,0.0,325585.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3143906,2105375.33,744887.93,1594032.17,4444295.43,0.0,0.0,4444295.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3144300,815710.71,435822.37,317619.01,765546.79,811826.41,0.0,1577373.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3146909,,,,,,,,126865.03,28126.57,0.0,154991.6,0.0,0.0,154991.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3147105,3143077.58,2971610.58,3055904.61,2271915.28,6898677.49,0.0,9170592.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3147501,16587.25,2257.9,3890.94,22723.19,12.9,0.0,22736.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3148608,98252.89,0.0,24805.53,122976.21,82.21,0.0,123058.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3150703,52359.1,51318.88,28700.27,93374.93,46920.56,0.0,140295.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3152402,204463.65,130258.36,21687.57,367182.79,69.88,0.0,367252.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3152808,244364.68,0.0,272511.88,185823.8,373807.33,0.0,559631.13,0.0,3887.4,0.0,0.0,0.0,0.0,3887.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3156601,100841.79,0.0,19824.97,238216.71,64.75,0.0,238281.46,25000.0,200000.0,25000.0,300000.0,0.0,0.0,251000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3161056,438339.27,106492.36,184377.86,913587.35,0.0,0.0,913587.35,,,,,,,,,,,,,,
2020,3165107,54144.71,0.0,19132.6,69356.38,3920.93,0.0,73277.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3170602,21879.69,0.0,7809.83,28180.19,1509.33,0.0,29689.52,0.0,54044.14,30000.0,0.0,0.0,0.0,84044.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5000609,551037.56,273334.98,41534.45,812252.8,53654.19,0.0,865906.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5000856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430426.34,0.0,0.0,0.0,430426.34,430426.34
2019,5002001,93118.78,4101765.4,34287.44,812924.44,3381412.38,34834.8,4229171.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5005103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5005707,1007858.68,313557.09,120769.55,1381641.91,60543.41,,1442185.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5006002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5008008,0.0,3286883.3,0.0,161933.05,3124950.25,0.0,3286883.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5100300,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5107958,20227497.35,0.0,0.0,20227497.35,0.0,0.0,20227497.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2504074,0.0,0.0,73816.73,73816.73,0.0,0.0,73816.73,6372.0,18497.6,0.0,6372.0,6372.0,,24869.6,,,,,,,
2021,2510808,4200608.48,0.0,4329179.23,8529787.71,0.0,0.0,8529787.71,,,,,,,,,,,,,,
2019,2600104,82206.55,513640.31,0.0,192784.67,0.0,513640.31,706424.98,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2614303,7845.03,0.0,0.0,34907.02,0.0,0.0,34907.02,0.0,10000.0,0.0,15000.0,0.0,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2615409,612744.4,69285.45,0.0,325319.7,190268.3,237076.45,752664.45,0.0,80810.0,0.0,80810.0,0.0,0.0,80810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2201804,0.0,0.0,0.0,8976.52,0.0,0.0,8976.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2204303,0.0,0.0,0.0,8623.28,0.0,0.0,8623.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4106506,599844.1,254338.34,4275.42,724111.77,0.0,134346.09,858457.86,,,,,,,,,,,,,,
2019,4108601,1593028.08,279442.58,5802.94,1878273.6,0.0,0.0,1878273.6,,,,,,,,,,,,,,
2019,4110201,52796.37,134774.96,0.0,187571.33,0.0,0.0,187571.33,,,,,,,,,,,,,,
2021,4112702,15154.8,2495.0,0.0,17649.8,0.0,0.0,17649.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4113759,885257.31,142745.1,2203.06,936441.97,0.0,93763.5,1030205.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4114302,531351.47,273476.19,0.0,455133.13,86686.34,263008.19,804827.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4125100,311421.65,673354.95,5501.04,464785.39,525492.25,0.0,990277.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4125506,36841633.82,16193256.83,2287966.44,14863231.38,38642946.67,1816679.04,55322857.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4128104,5769475.25,4091694.75,101114.45,6215450.97,3746833.48,0.0,9962284.45,,,,,,,,,,,,,,
2021,3305158,357164.64,0.0,0.0,357164.64,,,357164.64,1017178.19,176572.99,0.0,1193751.18,0.0,0.0,1193751.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2401909,0.0,0.0,4560938.38,4560938.38,0.0,0.0,4560938.38,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2402600,290820.06,0.0,0.0,,,,290820.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2020,2403103,41363.97,0.0,3418.0,3418.0,0.0,41363.97,44781.97,,,,,,,,,,,,,,
2020,2406502,13494.89,0.0,0.0,0.0,0.0,13494.89,13494.89,,,,,,,,,,,,,,
2020,2407203,46788.6,0.0,2734.0,3614.98,0.0,45907.62,49522.6,,,,,,,,,,,,,,
2021,2408102,3079747.47,55656857.66,61119271.08,89926423.63,,34066569.79,123992993.42,,,,,,,,,,,,,,
2020,2409902,135120.71,8866.0,984.0,1980.35,120199.38,22790.98,144970.71,,,,,,,,,,,,,,
2019,4301651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,73030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
